Code,Gender,Customer Type,Age,State,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Seat comfort,Inflight entertainment,Baggage handling,Checkin service,Inflight service,Cleanliness,satisfaction,Delay
RW21240976,Male,Loyal Customer,67.0,NJ,Business travel,Business,2659.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,neutral or dissatisfied,No
WG69887280,Male,Loyal Customer,32.0,GA,Business travel,Business,3037.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,3.0,5.0,4.0,satisfied,No
VI04948150,Female,Loyal Customer,58.0,NJ,Personal Travel,Eco,2475.0,29.0,10.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,1.0,3.0,1.0,satisfied,Yes
BG75342588,Male,Loyal Customer,12.0,NJ,Personal Travel,Eco,978.0,0.0,0.0,1.0,5.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,neutral or dissatisfied,No
TR19696458,Female,Loyal Customer,56.0,NJ,Business travel,Business,2568.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,4.0,neutral or dissatisfied,No
VO12514231,Female,Loyal Customer,58.0,NJ,Personal Travel,Business,371.0,0.0,0.0,0.0,5.0,5.0,2.0,5.0,1.0,1.0,0.0,1.0,5.0,neutral or dissatisfied,No
SV57037153,Male,Disloyal Customer,24.0,MD,Business travel,Eco,791.0,30.0,6.0,0.0,3.0,3.0,0.0,5.0,5.0,1.0,1.0,3.0,0.0,neutral or dissatisfied,Yes
MS52803403,Male,Loyal Customer,68.0,PA,Personal Travel,Eco,480.0,7.0,6.0,0.0,4.0,3.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,neutral or dissatisfied,No
YI72387797,Male,Loyal Customer,46.0,OR,Business travel,Business,1786.0,1.0,7.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,satisfied,No
SD96371228,Male,Loyal Customer,43.0,NJ,Business travel,Business,1849.0,0.0,7.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,satisfied,No
NY12890247,Female,Loyal Customer,55.0,VT,Business travel,Business,3634.0,0.0,0.0,0.0,4.0,0.0,4.0,5.0,4.0,1.0,4.0,4.0,3.0,satisfied,No
WV10883420,Female,Loyal Customer,54.0,NJ,Personal Travel,Business,844.0,0.0,0.0,1.0,5.0,5.0,2.0,4.0,3.0,1.0,0.0,3.0,4.0,neutral or dissatisfied,No
JE74366725,Female,Loyal Customer,42.0,NJ,Business travel,Business,3094.0,0.0,10.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,3.0,satisfied,No
DP54014216,Female,Loyal Customer,47.0,MI,Business travel,Business,3465.0,13.0,15.0,1.0,3.0,3.0,0.0,4.0,1.0,1.0,1.0,1.0,4.0,neutral or dissatisfied,No
AT34622821,Female,Disloyal Customer,29.0,NJ,Business travel,Business,1035.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,neutral or dissatisfied,No
QY44067421,Female,Loyal Customer,36.0,NJ,Business travel,Eco,237.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,neutral or dissatisfied,No
BJ44587223,Female,Loyal Customer,50.0,DC,Business travel,Business,3175.0,0.0,0.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,3.0,satisfied,No
TJ21136097,Female,Loyal Customer,31.0,NJ,Personal Travel,Eco,760.0,17.0,27.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,neutral or dissatisfied,Yes
DX68303462,Male,Loyal Customer,13.0,NJ,Personal Travel,Eco,853.0,30.0,32.5,1.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,4.0,neutral or dissatisfied,Yes
QW58172641,Male,Disloyal Customer,24.0,WA,Business travel,Eco,446.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,neutral or dissatisfied,No
XP88628732,Female,Loyal Customer,60.0,NJ,Business travel,Business,1071.0,0.0,0.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,5.0,3.0,1.0,satisfied,No
BP81302819,Female,Loyal Customer,42.0,NJ,Personal Travel,Eco,728.0,0.0,3.0,0.0,3.0,2.0,0.0,4.0,3.0,1.0,0.0,3.0,2.0,neutral or dissatisfied,No
SG38863751,Female,Loyal Customer,57.0,NJ,Business travel,Business,2585.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,satisfied,No
ST79079951,Female,Loyal Customer,42.0,NJ,Business travel,Business,707.0,27.0,11.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,satisfied,Yes
EB01086401,Male,Disloyal Customer,20.0,NJ,Business travel,Eco,861.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,3.0,5.0,2.0,satisfied,No
YW68758937,Female,Loyal Customer,51.0,NJ,Personal Travel,Eco,719.0,19.0,0.0,0.0,5.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,neutral or dissatisfied,Yes
AX66034576,Male,Loyal Customer,45.0,NJ,Business travel,Business,1790.0,0.0,0.0,2.0,5.0,2.0,2.0,5.0,5.0,5.0,3.0,5.0,4.0,satisfied,No
HY48477216,Female,Loyal Customer,26.0,CT,Business travel,Eco Plus,680.0,12.0,27.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,satisfied,No
RO47109537,Male,Disloyal Customer,26.0,NJ,Business travel,Eco,888.0,30.0,30.0,0.0,2.0,2.0,0.0,5.0,5.0,1.0,2.0,0.0,0.0,neutral or dissatisfied,Yes
KK05433997,Female,Loyal Customer,24.0,NJ,Personal Travel,Eco,1660.0,0.0,2.0,0.0,1.0,2.0,0.0,5.0,3.0,2.0,2.0,2.0,5.0,neutral or dissatisfied,No
WQ54422642,Male,Loyal Customer,49.0,NJ,Business travel,Eco,578.0,30.0,32.5,5.0,1.0,1.0,5.0,5.0,1.0,4.0,5.0,4.0,5.0,satisfied,Yes
AD92255539,Female,Loyal Customer,17.0,NJ,Business travel,Eco,606.0,15.0,15.0,5.0,1.0,4.0,5.0,4.0,5.0,2.0,5.0,3.0,5.0,satisfied,Yes
MQ15092920,Female,Loyal Customer,39.0,SD,Business travel,Business,1487.0,7.0,0.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,satisfied,No
YA29710969,Female,Loyal Customer,49.0,NJ,Business travel,Business,317.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,satisfied,No
VN03383263,Female,Loyal Customer,48.0,VA,Personal Travel,Eco,844.0,0.0,1.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,neutral or dissatisfied,No
ST84030296,Male,Loyal Customer,52.0,WA,Business travel,Business,3739.0,24.0,20.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,satisfied,Yes
GP80756590,Female,Loyal Customer,25.0,NJ,Business travel,Business,2748.0,0.0,0.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,satisfied,No
SC59446196,Female,Loyal Customer,16.0,NC,Business travel,Business,1503.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0,1.0,2.0,3.0,5.0,neutral or dissatisfied,No
KS80605475,Male,Loyal Customer,58.0,VA,Business travel,Business,1717.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,satisfied,No
MX92976115,Male,Disloyal Customer,8.0,NJ,Business travel,Business,1117.0,0.0,7.0,1.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,neutral or dissatisfied,No
YS53998963,Male,Loyal Customer,42.0,RI,Business travel,Business,1372.0,30.0,32.5,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,satisfied,Yes
OC66192392,Female,Loyal Customer,52.0,NJ,Business travel,Business,2768.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,0.0,2.0,0.0,4.0,neutral or dissatisfied,No
NU22707612,Female,Loyal Customer,47.0,OH,Business travel,Eco,370.0,0.0,0.0,5.0,3.0,3.0,2.0,1.0,5.0,5.0,3.0,5.0,4.0,satisfied,No
AE86875044,Female,Loyal Customer,69.0,NJ,Personal Travel,Eco,1546.0,1.0,26.0,1.0,5.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,5.0,neutral or dissatisfied,No
UW47192405,Female,Loyal Customer,47.0,NJ,Personal Travel,Eco,1023.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,neutral or dissatisfied,No
QP67882878,Female,Loyal Customer,41.0,AR,Business travel,Business,3636.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,satisfied,No
MU36671176,Female,Loyal Customer,40.0,NJ,Personal Travel,Eco,1325.0,0.0,9.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,neutral or dissatisfied,No
TF12053295,Female,Loyal Customer,56.0,NJ,Personal Travel,Eco,2556.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,5.0,1.0,1.0,5.0,2.0,neutral or dissatisfied,No
GJ31919826,Male,Loyal Customer,41.0,NJ,Business travel,Business,1052.0,6.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,satisfied,No
VZ95615680,Female,Loyal Customer,40.0,NJ,Business travel,Eco,773.0,15.0,26.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,neutral or dissatisfied,Yes
HY62947929,Male,Loyal Customer,12.0,OH,Personal Travel,Business,817.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,neutral or dissatisfied,No
OT95169806,Male,Loyal Customer,59.0,NJ,Personal Travel,Eco,516.0,3.0,0.0,4.0,5.0,3.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,satisfied,No
EU59979527,Female,Loyal Customer,21.0,MD,Personal Travel,Eco,447.0,30.0,19.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,neutral or dissatisfied,Yes
YN63424469,Male,Loyal Customer,12.0,NJ,Personal Travel,Eco,462.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,neutral or dissatisfied,No
WI65425209,Male,Loyal Customer,31.0,KS,Business travel,Eco,361.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,neutral or dissatisfied,No
KH26173519,Female,Loyal Customer,37.0,NJ,Personal Travel,Eco,125.0,6.0,4.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,3.0,2.0,neutral or dissatisfied,No
FL65969615,Female,Loyal Customer,38.0,CT,Personal Travel,Eco,271.0,0.0,0.0,4.0,0.0,5.0,2.0,2.0,2.0,4.0,3.0,5.0,2.0,satisfied,No
RO55843916,Male,Loyal Customer,45.0,PA,Personal Travel,Eco,173.0,0.0,0.0,0.0,5.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,2.0,neutral or dissatisfied,No
FM33912242,Male,Loyal Customer,43.0,NJ,Business travel,Business,1950.0,0.0,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,satisfied,No
IK10139532,Female,Loyal Customer,52.0,NJ,Personal Travel,Eco,719.0,0.0,17.0,1.0,5.0,2.0,0.0,5.0,3.0,1.0,0.0,3.0,5.0,neutral or dissatisfied,No
AQ88380244,Female,Loyal Customer,57.0,NJ,Business travel,Business,153.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,2.0,1.0,0.0,2.0,2.0,neutral or dissatisfied,No
DQ00837145,Female,Loyal Customer,13.0,NJ,Personal Travel,Business,337.0,0.0,18.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,neutral or dissatisfied,No
OB68207765,Female,Loyal Customer,45.0,NJ,Business travel,Business,3732.0,17.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,satisfied,Yes
YP89158695,Female,Loyal Customer,43.0,NJ,Business travel,Business,3739.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,satisfied,No
QI57109270,Male,Loyal Customer,53.0,NJ,Business travel,Eco,977.0,20.0,17.0,0.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,neutral or dissatisfied,Yes
DT66123518,Male,Loyal Customer,23.0,GA,Business travel,Business,3073.0,0.0,3.0,4.0,4.0,1.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,satisfied,No
MT72331017,Female,Loyal Customer,16.0,NC,Personal Travel,Eco,1379.0,2.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,5.0,2.0,neutral or dissatisfied,No
IY52788248,Male,Loyal Customer,23.0,WA,Business travel,Eco,631.0,0.0,8.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,neutral or dissatisfied,No
GU70960928,Male,Loyal Customer,45.0,NJ,Personal Travel,Eco,666.0,0.0,0.0,0.0,5.0,2.0,0.0,4.0,4.0,1.0,0.0,5.0,4.0,neutral or dissatisfied,No
UH64220954,Female,Loyal Customer,46.0,NJ,Business travel,Business,2820.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,5.0,3.0,satisfied,No
TM51806005,Female,Loyal Customer,40.0,NJ,Business travel,Business,2808.0,7.0,2.0,1.0,3.0,3.0,0.0,4.0,3.0,0.0,0.0,3.0,5.0,neutral or dissatisfied,No
XW60081715,Female,Loyal Customer,19.0,OH,Business travel,Business,2172.0,0.0,0.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,satisfied,No
UK21960160,Female,Loyal Customer,48.0,WA,Personal Travel,Eco,1192.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,neutral or dissatisfied,No
NG50655980,Female,Loyal Customer,64.0,NJ,Business travel,Business,1773.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,neutral or dissatisfied,No
MV71203163,Male,Loyal Customer,23.0,NJ,Personal Travel,Eco,1749.0,30.0,32.5,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,3.0,5.0,neutral or dissatisfied,Yes
NK01379814,Female,Loyal Customer,38.0,WA,Business travel,Business,3739.0,0.0,0.0,2.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,4.0,1.0,satisfied,No
QA24431600,Male,Loyal Customer,41.0,KS,Personal Travel,Eco,214.0,16.0,32.5,1.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,5.0,2.0,neutral or dissatisfied,Yes
ZJ47750113,Male,Loyal Customer,29.0,NJ,Personal Travel,Eco,1020.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,neutral or dissatisfied,No
PJ40487799,Male,Loyal Customer,47.0,GA,Business travel,Eco Plus,368.0,0.0,0.0,5.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,satisfied,No
EW75858253,Male,Loyal Customer,50.0,NM,Personal Travel,Eco Plus,1448.0,20.0,4.0,0.0,3.0,2.0,0.0,4.0,4.0,0.0,0.0,1.0,4.0,neutral or dissatisfied,Yes
PM52537046,Female,Loyal Customer,18.0,NJ,Personal Travel,Eco,1127.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,5.0,5.0,neutral or dissatisfied,No
AE65995275,Female,Loyal Customer,20.0,WA,Personal Travel,Eco,545.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,neutral or dissatisfied,No
MP07949584,Female,Loyal Customer,41.0,NJ,Business travel,Business,3238.0,0.0,0.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,satisfied,No
UL41240819,Female,Loyal Customer,12.0,OR,Personal Travel,Eco,2466.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,neutral or dissatisfied,No
JL54392079,Female,Loyal Customer,36.0,WA,Personal Travel,Eco,2715.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,neutral or dissatisfied,No
JD55590107,Male,Loyal Customer,49.0,NJ,Business travel,Business,337.0,10.0,0.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,satisfied,No
CO06408458,Female,Loyal Customer,55.0,NC,Personal Travel,Eco,1608.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,5.0,1.0,0.0,5.0,2.0,neutral or dissatisfied,No
YF87924458,Female,Loyal Customer,43.0,CO,Business travel,Business,3004.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,neutral or dissatisfied,No
HE24496618,Female,Disloyal Customer,49.0,NJ,Business travel,Business,980.0,11.0,6.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,neutral or dissatisfied,No
WL55475071,Female,Disloyal Customer,35.0,PA,Business travel,Eco,1462.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,5.0,neutral or dissatisfied,No
AN19434693,Male,Loyal Customer,45.0,NJ,Business travel,Business,1521.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,satisfied,No
IP76003368,Female,Loyal Customer,28.0,MO,Business travel,Business,862.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,5.0,satisfied,No
YG35375286,Male,Loyal Customer,60.0,OH,Business travel,Business,1833.0,0.0,0.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,1.0,4.0,2.0,satisfied,No
OU71446472,Male,Loyal Customer,35.0,OR,Business travel,Business,2398.0,0.0,9.0,0.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,5.0,neutral or dissatisfied,No
PS20342012,Female,Disloyal Customer,38.0,NC,Business travel,Business,349.0,29.0,28.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,1.0,5.0,4.0,neutral or dissatisfied,Yes
IN14398871,Male,Loyal Customer,48.0,LA,Business travel,Business,1722.0,0.0,0.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,satisfied,No
QC41256099,Female,Loyal Customer,65.0,GA,Personal Travel,Eco,578.0,30.0,32.5,0.0,4.0,3.0,2.0,4.0,3.0,1.0,0.0,3.0,5.0,neutral or dissatisfied,Yes
ZZ07129150,Male,Loyal Customer,30.0,NJ,Personal Travel,Eco Plus,163.0,9.0,11.0,0.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,neutral or dissatisfied,No
WU26126075,Female,Loyal Customer,51.0,NJ,Personal Travel,Eco,395.0,0.0,0.0,0.0,4.0,5.0,2.0,5.0,3.0,1.0,1.0,3.0,1.0,neutral or dissatisfied,No
DC38960637,Male,Disloyal Customer,23.0,MD,Business travel,Eco,416.0,18.0,4.0,5.0,0.0,5.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,satisfied,Yes
AX67762371,Female,Loyal Customer,37.0,NJ,Business travel,Eco,977.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,1.0,0.0,3.0,5.0,neutral or dissatisfied,No
QH04103491,Male,Loyal Customer,23.0,NJ,Business travel,Business,3095.0,9.0,0.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,satisfied,No
ZL80076252,Male,Loyal Customer,32.0,NJ,Business travel,Business,738.0,0.0,3.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,3.0,4.0,neutral or dissatisfied,No
WX50647540,Male,Loyal Customer,67.0,NJ,Personal Travel,Eco,719.0,24.0,14.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,neutral or dissatisfied,Yes
WM86561444,Male,Loyal Customer,65.0,NC,Personal Travel,Business,226.0,30.0,20.0,1.0,4.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,5.0,neutral or dissatisfied,Yes
IP41266658,Female,Loyal Customer,48.0,NJ,Business travel,Business,1943.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,satisfied,No
SS75848855,Male,Loyal Customer,60.0,NJ,Business travel,Business,2371.0,30.0,32.5,4.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,satisfied,Yes
XE42079618,Female,Loyal Customer,31.0,NJ,Business travel,Business,551.0,30.0,32.5,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,neutral or dissatisfied,Yes
WS71448097,Male,Loyal Customer,22.0,NJ,Business travel,Eco Plus,493.0,19.0,6.0,4.0,1.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,satisfied,Yes
LB93188965,Male,Disloyal Customer,27.0,MI,Business travel,Eco,925.0,4.0,3.0,0.0,2.0,2.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,neutral or dissatisfied,No
HE63488132,Female,Loyal Customer,19.0,NJ,Personal Travel,Eco,405.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,neutral or dissatisfied,No
SA39906270,Female,Disloyal Customer,26.0,NJ,Business travel,Eco,1055.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,2.0,0.0,4.0,neutral or dissatisfied,No
WZ65896764,Male,Loyal Customer,72.0,WV,Business travel,Eco,305.0,0.0,0.0,1.0,3.0,3.0,0.0,4.0,4.0,1.0,1.0,3.0,4.0,neutral or dissatisfied,No
YC02112435,Female,Loyal Customer,34.0,NJ,Business travel,Business,589.0,0.0,11.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,satisfied,No
TE52363998,Female,Loyal Customer,45.0,NJ,Business travel,Business,1587.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,satisfied,No
NV83708456,Male,Loyal Customer,51.0,MA,Business travel,Business,3090.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,2.0,2.0,0.0,2.0,1.0,neutral or dissatisfied,No
HM40091188,Female,Disloyal Customer,26.0,NJ,Business travel,Eco,804.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,neutral or dissatisfied,No
MC86819765,Female,Loyal Customer,12.0,CO,Personal Travel,Eco,719.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,neutral or dissatisfied,No
SL46023988,Female,Loyal Customer,72.0,MI,Business travel,Eco Plus,67.0,28.0,18.0,0.0,5.0,3.0,2.0,4.0,3.0,1.0,0.0,3.0,5.0,neutral or dissatisfied,Yes
ED54945251,Male,Loyal Customer,45.0,WV,Business travel,Eco,550.0,0.0,0.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,satisfied,No
OL27879041,Female,Loyal Customer,22.0,VA,Business travel,Business,2809.0,30.0,28.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,satisfied,Yes
XI34684290,Female,Loyal Customer,53.0,NJ,Personal Travel,Eco,552.0,0.0,0.0,1.0,4.0,4.0,0.0,4.0,5.0,1.0,0.0,5.0,0.0,neutral or dissatisfied,No
JB52443160,Female,Disloyal Customer,33.0,NJ,Business travel,Business,356.0,12.0,0.0,0.0,3.0,3.0,0.0,4.0,4.0,1.0,1.0,5.0,4.0,neutral or dissatisfied,No
IH22496238,Female,Loyal Customer,46.0,NJ,Personal Travel,Business,119.0,13.0,32.0,1.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,neutral or dissatisfied,No
BF46329720,Male,Loyal Customer,54.0,NJ,Business travel,Business,1545.0,1.0,0.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,satisfied,No
TB74299229,Female,Loyal Customer,40.0,NJ,Business travel,Eco,819.0,23.0,6.0,1.0,2.0,3.0,0.0,4.0,4.0,1.0,1.0,3.0,4.0,neutral or dissatisfied,Yes
UU96353196,Female,Loyal Customer,37.0,NJ,Business travel,Business,1801.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,4.0,neutral or dissatisfied,No
HX44012396,Female,Loyal Customer,35.0,HI,Business travel,Business,1658.0,6.0,6.0,2.0,2.0,5.0,1.0,1.0,5.0,3.0,3.0,5.0,3.0,satisfied,No
SP16581939,Female,Disloyal Customer,26.0,NJ,Business travel,Business,114.0,0.0,13.0,4.0,0.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,satisfied,No
RF74026605,Female,Loyal Customer,62.0,NJ,Business travel,Eco,128.0,0.0,16.0,4.0,3.0,3.0,2.0,1.0,5.0,5.0,3.0,5.0,1.0,satisfied,No
XY26529754,Male,Loyal Customer,58.0,NJ,Business travel,Business,813.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,satisfied,No
GV32534767,Female,Loyal Customer,55.0,NJ,Personal Travel,Eco,349.0,0.0,0.0,0.0,3.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,5.0,neutral or dissatisfied,No
HC80894929,Female,Loyal Customer,60.0,NV,Business travel,Business,1508.0,15.0,15.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,neutral or dissatisfied,Yes
SV16262861,Female,Loyal Customer,15.0,NJ,Personal Travel,Eco,89.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,5.0,0.0,0.0,5.0,0.0,neutral or dissatisfied,No
RC10911630,Male,Loyal Customer,67.0,NJ,Personal Travel,Eco,157.0,30.0,32.5,1.0,1.0,4.0,0.0,5.0,5.0,1.0,0.0,3.0,0.0,neutral or dissatisfied,Yes
CU59137775,Male,Loyal Customer,43.0,PA,Business travel,Business,2828.0,30.0,32.5,0.0,1.0,1.0,5.0,4.0,3.0,3.0,5.0,3.0,5.0,satisfied,Yes
VJ02310902,Male,Loyal Customer,30.0,NJ,Business travel,Business,3131.0,7.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,satisfied,No
MW47787972,Female,Loyal Customer,42.0,AK,Business travel,Eco,718.0,0.0,0.0,5.0,1.0,4.0,3.0,3.0,5.0,5.0,3.0,5.0,1.0,satisfied,No
IN83505194,Male,Loyal Customer,40.0,NJ,Business travel,Business,1959.0,30.0,32.5,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,satisfied,Yes
ZK22312181,Male,Loyal Customer,47.0,OR,Business travel,Business,3496.0,0.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,satisfied,No
DX68545561,Male,Loyal Customer,38.0,NJ,Business travel,Business,2300.0,30.0,32.5,1.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,neutral or dissatisfied,Yes
