Code,Gender,Customer Type,Age,State,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes
DB70930309,Female,Loyal Customer,32.0,MO,Business travel,Business,2999.0,28.0,11.0
IY83816617,Female,Loyal Customer,30.0,,Business travel,Business,2438.0,38.0,28.0
JK60682993,Female,Disloyal Customer,40.0,KY,Business travel,Business,156.0,0.0,0.0
LY21914973,Male,Loyal Customer,42.0,,Business travel,Business,3665.0,83.0,92.0
BJ85173729,Female,Loyal Customer,52.0,NC,Business travel,Business,2917.0,15.0,32.0
DQ85398403,Male,Loyal Customer,50.0,,Business travel,Business,1235.0,0.0,0.0
ID83023906,Female,Loyal Customer,18.0,MO,Personal Travel,Eco Plus,549.0,0.0,0.0
ZK40641072,Male,Loyal Customer,30.0,,Business travel,Business,1500.0,0.0,0.0
NT58994764,Female,Disloyal Customer,26.0,NV,Business travel,Eco,190.0,0.0,0.0
MG28418624,Male,Disloyal Customer,37.0,,Business travel,Business,468.0,0.0,0.0
NY61239870,Male,Loyal Customer,64.0,HI,Personal Travel,Eco,261.0,0.0,0.0
VT78685296,Male,Disloyal Customer,21.0,VA,Business travel,Business,255.0,0.0,0.0
BD22674363,Female,Loyal Customer,52.0,,Business travel,Business,1609.0,0.0,8.0
LJ87614577,Female,Loyal Customer,52.0,,Business travel,Business,413.0,4.0,2.0
RN27658181,Female,Loyal Customer,29.0,,Personal Travel,Eco,119.0,0.0,0.0
JD28371828,Female,Loyal Customer,13.0,,Personal Travel,Eco,387.0,16.0,12.0
YE42655888,Male,Loyal Customer,28.0,,Business travel,Business,1087.0,0.0,0.0
OA59438040,Male,Loyal Customer,13.0,,Personal Travel,Eco,323.0,15.0,7.0
MB94196489,Male,Loyal Customer,16.0,PA,Personal Travel,Eco,282.0,8.0,16.0
LB15170002,Male,Loyal Customer,58.0,,Business travel,Business,1721.0,18.0,0.0
NR61114800,Male,Disloyal Customer,24.0,,Business travel,Eco,347.0,0.0,0.0
EI04895970,Male,Loyal Customer,25.0,,Business travel,Business,3465.0,0.0,0.0
TU36825075,Male,Loyal Customer,34.0,OH,Personal Travel,Eco,948.0,0.0,0.0
GF93041345,Female,Loyal Customer,44.0,,Business travel,Business,1707.0,0.0,0.0
MI56589451,Female,Loyal Customer,23.0,NJ,Personal Travel,Eco Plus,1372.0,0.0,0.0
OY03898318,Male,Disloyal Customer,20.0,GA,Business travel,Business,369.0,0.0,0.0
HY70180613,Male,Loyal Customer,8.0,,Personal Travel,Eco,552.0,0.0,11.0
BF27825083,Female,Loyal Customer,26.0,OR,Business travel,Eco,1188.0,0.0,13.0
JI08803369,Male,Loyal Customer,43.0,,Business travel,Eco,1005.0,0.0,1.0
OJ96626883,Female,Loyal Customer,72.0,,Business travel,Business,1870.0,0.0,0.0
CV98861483,Female,Loyal Customer,48.0,,Business travel,Eco,896.0,12.0,8.0
CD51340498,Male,Loyal Customer,27.0,NJ,Personal Travel,Eco,429.0,0.0,0.0
ZG84058560,Male,Loyal Customer,25.0,WA,Business travel,Business,1796.0,176.0,164.0
ML43584435,Male,Disloyal Customer,26.0,,Business travel,Eco,842.0,38.0,28.0
NT40948892,Male,Disloyal Customer,16.0,,Business travel,Business,1107.0,0.0,0.0
TF52972838,Female,Disloyal Customer,36.0,MD,Business travel,Business,327.0,0.0,0.0
GX55554233,Male,Loyal Customer,55.0,MO,Personal Travel,Business,432.0,0.0,0.0
RR43413626,Female,Disloyal Customer,23.0,PA,Business travel,Eco,577.0,0.0,0.0
ZM32825699,Male,Loyal Customer,50.0,,Business travel,Business,1877.0,0.0,0.0
GL99760919,Female,Loyal Customer,45.0,KY,Business travel,Business,1123.0,0.0,5.0
IN72396764,Male,Loyal Customer,57.0,,Business travel,Business,1749.0,19.0,5.0
IA14315917,Female,Loyal Customer,50.0,,Business travel,Business,2454.0,46.0,24.0
QI34871893,Female,Loyal Customer,42.0,OH,Personal Travel,Eco,270.0,0.0,0.0
ME49303842,Female,Loyal Customer,34.0,,Business travel,Business,1825.0,13.0,0.0
YV46308750,Female,Disloyal Customer,17.0,,Business travel,Eco Plus,191.0,39.0,34.0
QW23971158,Male,Loyal Customer,45.0,,Business travel,Business,679.0,0.0,6.0
AG45448779,Female,Loyal Customer,59.0,,Business travel,Business,812.0,0.0,3.0
OO47761339,Male,Loyal Customer,39.0,NJ,Business travel,Eco,1056.0,20.0,9.0
NY74388026,Male,Loyal Customer,28.0,AR,Business travel,Business,101.0,0.0,0.0
DK56500059,Female,Loyal Customer,44.0,WA,Personal Travel,Eco,73.0,0.0,32.0
RA11919946,Male,Loyal Customer,9.0,CT,Personal Travel,Eco,936.0,22.0,22.0
UK64312495,Female,Loyal Customer,24.0,NJ,Business travel,Eco,287.0,0.0,8.0
BB87865471,Female,Loyal Customer,37.0,,Personal Travel,Eco,255.0,0.0,0.0
VQ01012280,Female,Disloyal Customer,25.0,,Business travel,Eco,317.0,9.0,5.0
MA28107207,Male,Loyal Customer,22.0,,Business travel,Business,2027.0,7.0,2.0
EO88695932,Male,Loyal Customer,55.0,MI,Business travel,Business,936.0,0.0,0.0
FE71572963,Male,Loyal Customer,53.0,,Business travel,Eco,432.0,0.0,5.0
GM38518756,Female,Loyal Customer,46.0,,Business travel,Business,888.0,0.0,0.0
JJ53193660,Male,Loyal Customer,62.0,KY,Personal Travel,Eco,1061.0,0.0,0.0
RT42027948,Female,Loyal Customer,53.0,OH,Business travel,Business,216.0,0.0,0.0
ZK12149074,Female,Loyal Customer,50.0,PA,Business travel,Business,1814.0,0.0,0.0
IY99081940,Male,Loyal Customer,57.0,,Business travel,Business,2993.0,0.0,6.0
SA83014414,Female,Loyal Customer,54.0,MA,Business travel,Business,2632.0,0.0,0.0
SG84616918,Female,Loyal Customer,42.0,,Business travel,Business,199.0,0.0,0.0
GX25360917,Male,Loyal Customer,17.0,WA,Personal Travel,Eco,802.0,0.0,5.0
GK09212585,Female,Loyal Customer,53.0,NC,Business travel,Business,581.0,1.0,0.0
SC74119330,Male,Loyal Customer,49.0,,Business travel,Business,1938.0,22.0,21.0
OV56322847,Female,Loyal Customer,37.0,,Business travel,Eco Plus,174.0,0.0,0.0
LG91254841,Male,Loyal Customer,35.0,NJ,Business travel,Eco,326.0,0.0,0.0
EF26021183,Male,Loyal Customer,30.0,,Business travel,Business,1821.0,5.0,7.0
HV81082021,Female,Loyal Customer,16.0,PA,Personal Travel,Eco,1437.0,0.0,0.0
RT87633100,Male,Loyal Customer,46.0,,Business travel,Business,3995.0,0.0,0.0
PN67523798,Female,Loyal Customer,51.0,,Business travel,Business,1488.0,73.0,62.0
SU61330995,Male,Loyal Customer,70.0,NJ,Personal Travel,Eco,1892.0,0.0,0.0
SX16705730,Male,Disloyal Customer,26.0,,Business travel,Business,502.0,53.0,52.0
XN12882178,Male,Loyal Customer,46.0,,Business travel,Business,2491.0,0.0,0.0
ZI26668166,Female,Loyal Customer,12.0,,Personal Travel,Eco,944.0,20.0,15.0
EY02275399,Male,Loyal Customer,25.0,,Business travel,Business,496.0,0.0,0.0
NM74013588,Female,Loyal Customer,63.0,,Business travel,Business,329.0,0.0,0.0
IQ50529141,Female,Loyal Customer,48.0,VA,Business travel,Business,402.0,0.0,4.0
FZ36712914,Female,Loyal Customer,43.0,OH,Business travel,Business,3946.0,0.0,0.0
WU50558642,Female,Loyal Customer,35.0,MD,Business travel,Business,337.0,54.0,40.0
XB08453851,Female,Loyal Customer,32.0,,Business travel,Business,2133.0,0.0,0.0
FD51998764,Male,Loyal Customer,44.0,,Personal Travel,Eco,192.0,0.0,0.0
SV63777895,Male,Loyal Customer,60.0,,Personal Travel,Eco,491.0,22.0,49.0
ZL43159692,Female,Loyal Customer,20.0,UT,Personal Travel,Eco,1120.0,0.0,3.0
XM53344745,Female,Loyal Customer,10.0,,Personal Travel,Eco,1440.0,0.0,7.0
NT27950218,Female,Loyal Customer,51.0,,Business travel,Business,140.0,0.0,0.0
WN06020592,Female,Loyal Customer,22.0,,Personal Travel,Eco,451.0,0.0,0.0
BC05240061,Female,Loyal Customer,42.0,OK,Personal Travel,Eco,798.0,1.0,4.0
JN02973751,Male,Loyal Customer,32.0,,Business travel,Business,3607.0,0.0,0.0
OQ80235596,Male,Loyal Customer,24.0,OH,Personal Travel,Eco,1096.0,1.0,0.0
DJ55285785,Female,Loyal Customer,43.0,,Business travel,Business,373.0,0.0,0.0
QX05125938,Male,Loyal Customer,7.0,,Personal Travel,Eco,405.0,3.0,0.0
XN59127548,Male,Loyal Customer,29.0,NV,Business travel,Business,2542.0,18.0,55.0
IY52050646,Female,Loyal Customer,48.0,PA,Business travel,Eco Plus,907.0,0.0,1.0
SB08347986,Male,Disloyal Customer,25.0,,Business travel,Eco,1258.0,199.0,185.0
HR18087051,Male,Loyal Customer,25.0,,Personal Travel,Eco,550.0,56.0,63.0
PD17186095,Female,Loyal Customer,35.0,SC,Business travel,Business,602.0,0.0,0.0
IK29725380,Female,Loyal Customer,57.0,RI,Business travel,Eco,1399.0,3.0,0.0
ES36542402,Male,Loyal Customer,52.0,,Business travel,Business,3245.0,93.0,77.0
RC47238983,Female,Loyal Customer,17.0,LA,Business travel,Eco,677.0,0.0,0.0
LK95825099,Female,Loyal Customer,30.0,OH,Personal Travel,Eco,1616.0,70.0,89.0
SG11522574,Male,Loyal Customer,38.0,NC,Business travel,Business,1561.0,0.0,23.0
DK75729261,Female,Loyal Customer,38.0,NJ,Business travel,Business,285.0,0.0,0.0
CW60622782,Female,Disloyal Customer,38.0,,Business travel,Business,1189.0,3.0,0.0
KB57072494,Male,Disloyal Customer,23.0,,Business travel,Eco,1021.0,0.0,0.0
WQ09556565,Female,Loyal Customer,39.0,,Business travel,Business,2442.0,80.0,86.0
YM27348383,Female,Loyal Customer,55.0,,Business travel,Business,918.0,12.0,5.0
GI74854044,Female,Disloyal Customer,25.0,WA,Business travel,Business,545.0,0.0,2.0
MP15974325,Male,Loyal Customer,59.0,DC,Business travel,Business,459.0,0.0,5.0
PZ85466410,Female,Loyal Customer,9.0,,Personal Travel,Eco Plus,804.0,0.0,0.0
NM64812286,Female,Disloyal Customer,26.0,GA,Business travel,Business,569.0,96.0,91.0
RP53389779,Male,Loyal Customer,51.0,,Business travel,Business,3991.0,0.0,0.0
AL26498358,Male,Loyal Customer,40.0,,Business travel,Business,1620.0,0.0,0.0
KR37253243,Male,Loyal Customer,56.0,CO,Business travel,Business,1173.0,0.0,0.0
ZY86535212,Female,Loyal Customer,56.0,MT,Personal Travel,Eco,236.0,57.0,52.0
VF98727527,Female,Loyal Customer,18.0,,Personal Travel,Eco,134.0,0.0,0.0
QW08065154,Female,Loyal Customer,8.0,NJ,Personal Travel,Eco Plus,647.0,0.0,0.0
GL38891043,Male,Loyal Customer,33.0,,Business travel,Eco Plus,654.0,0.0,0.0
VM47551017,Male,Loyal Customer,46.0,,Business travel,Business,2623.0,0.0,0.0
SX01357181,Female,Loyal Customer,41.0,,Business travel,Business,209.0,95.0,100.0
FC01720937,Female,Loyal Customer,36.0,VA,Business travel,Business,257.0,0.0,0.0
ES77484091,Male,Loyal Customer,26.0,,Business travel,Business,1629.0,0.0,0.0
ZT64372570,Female,Disloyal Customer,36.0,,Business travel,Eco,371.0,11.0,6.0
FC69118052,Male,Loyal Customer,31.0,PA,Business travel,Business,2201.0,0.0,0.0
OC92118641,Male,Loyal Customer,24.0,AR,Personal Travel,Eco,836.0,27.0,54.0
SL54260480,Female,Loyal Customer,39.0,,Business travel,Business,3081.0,7.0,0.0
ZB69671504,Female,Disloyal Customer,20.0,,Business travel,Eco,859.0,3.0,24.0
VI09052839,Female,Loyal Customer,69.0,,Personal Travel,Eco,1055.0,29.0,17.0
VA10487492,Female,Disloyal Customer,27.0,,Business travel,Eco,399.0,0.0,0.0
RV14935340,Female,Loyal Customer,10.0,AL,Business travel,Eco,632.0,44.0,40.0
OQ56057201,Male,Loyal Customer,60.0,,Business travel,Business,3626.0,35.0,36.0
AK60908175,Male,Loyal Customer,44.0,,Business travel,Business,833.0,15.0,1.0
DU99890045,Female,Loyal Customer,68.0,NJ,Personal Travel,Eco,1288.0,6.0,24.0
UE69712345,Male,Loyal Customer,41.0,HI,Business travel,Business,2163.0,60.0,70.0
XE83156623,Female,Loyal Customer,46.0,AR,Business travel,Eco,645.0,141.0,139.0
HX36524917,Male,Loyal Customer,54.0,,Business travel,Eco,515.0,44.0,33.0
AH94223966,Female,Loyal Customer,44.0,VA,Business travel,Business,3767.0,44.0,92.0
LM20319104,Male,Disloyal Customer,43.0,,Personal Travel,Eco,888.0,0.0,0.0
LH41591813,Female,Disloyal Customer,44.0,,Business travel,Business,288.0,0.0,0.0
ME68707779,Female,Disloyal Customer,26.0,HI,Business travel,Business,1024.0,16.0,14.0
AL10989657,Male,Loyal Customer,48.0,WA,Business travel,Business,3185.0,0.0,0.0
AF94600817,Male,Loyal Customer,30.0,,Business travel,Business,2974.0,74.0,67.0
QB54405277,Female,Loyal Customer,46.0,,Business travel,Business,2981.0,1.0,0.0
XY30102358,Male,Disloyal Customer,23.0,MD,Business travel,Eco,1428.0,0.0,7.0
RQ90848398,Male,Loyal Customer,39.0,VA,Business travel,Business,2454.0,0.0,0.0
VE20572990,Male,Loyal Customer,24.0,,Business travel,Business,3482.0,0.0,0.0
FL90693814,Female,Loyal Customer,48.0,,Personal Travel,Eco,296.0,0.0,0.0
FK02401455,Male,Loyal Customer,63.0,NJ,Personal Travel,Eco,391.0,0.0,4.0
ME11117785,Male,Loyal Customer,37.0,AR,Business travel,Business,3744.0,172.0,163.0
VA39769234,Male,Loyal Customer,37.0,,Business travel,Business,1558.0,0.0,8.0
VL49569573,Male,Loyal Customer,57.0,NV,Business travel,Business,1389.0,0.0,0.0
YI32742700,Male,Loyal Customer,21.0,,Personal Travel,Eco,1947.0,0.0,0.0
ZA67471539,Male,Loyal Customer,9.0,UT,Business travel,Eco,776.0,16.0,6.0
UW34264355,Female,Loyal Customer,24.0,,Business travel,Business,3536.0,0.0,0.0
KC25052348,Male,Disloyal Customer,36.0,,Business travel,Business,414.0,0.0,0.0
DW53340419,Male,Loyal Customer,44.0,,Business travel,Business,3165.0,0.0,0.0
UA65081584,Female,Loyal Customer,49.0,,Business travel,Business,1600.0,0.0,0.0
AJ51619851,Male,Loyal Customer,42.0,MD,Business travel,Business,3605.0,0.0,0.0
KV70931151,Female,Loyal Customer,52.0,,Personal Travel,Eco,247.0,0.0,0.0
QJ27090322,Male,Loyal Customer,52.0,,Business travel,Eco,550.0,0.0,0.0
MV01672753,Male,Loyal Customer,20.0,GA,Personal Travel,Eco,446.0,0.0,0.0
AQ87069503,Male,Loyal Customer,47.0,,Business travel,Business,728.0,0.0,0.0
QL27512753,Male,Loyal Customer,45.0,OK,Business travel,Business,3692.0,63.0,52.0
EZ88066142,Female,Loyal Customer,44.0,PA,Business travel,Business,3979.0,0.0,0.0
RV20540133,Female,Loyal Customer,47.0,,Business travel,Business,3546.0,19.0,21.0
LJ44225482,Female,Loyal Customer,57.0,CO,Business travel,Business,177.0,91.0,128.0
MU44232265,Female,Loyal Customer,34.0,PA,Business travel,Business,760.0,6.0,0.0
QD90367610,Female,Loyal Customer,26.0,,Business travel,Eco,2378.0,4.0,0.0
YQ19136192,Female,Loyal Customer,45.0,WA,Business travel,Business,228.0,0.0,21.0
KM78776223,Female,Loyal Customer,33.0,MD,Business travel,Business,163.0,0.0,3.0
LG64839216,Male,Disloyal Customer,22.0,GA,Business travel,Eco,251.0,0.0,0.0
NO13394113,Male,Loyal Customer,51.0,NC,Business travel,Business,406.0,9.0,4.0
PQ48101186,Male,Loyal Customer,60.0,MN,Personal Travel,Eco,624.0,175.0,180.0
GO73633918,Male,Loyal Customer,40.0,CT,Business travel,Business,3764.0,16.0,3.0
UV14309130,Male,Loyal Customer,62.0,WA,Business travel,Eco,696.0,24.0,1.0
FG45547017,Female,Loyal Customer,68.0,MO,Personal Travel,Eco,746.0,27.0,37.0
EC37663107,Male,Loyal Customer,38.0,,Business travel,Business,2930.0,7.0,23.0
GI24509594,Male,Loyal Customer,44.0,,Business travel,Business,192.0,23.0,13.0
BR40116425,Male,Loyal Customer,11.0,,Personal Travel,Eco,507.0,11.0,5.0
IK38071021,Female,Loyal Customer,33.0,,Personal Travel,Eco,226.0,0.0,0.0
OD52535552,Female,Loyal Customer,10.0,,Personal Travel,Eco Plus,338.0,0.0,0.0
EF34816284,Male,Loyal Customer,51.0,GA,Business travel,Eco Plus,380.0,16.0,0.0
NI52420422,Male,Loyal Customer,34.0,,Business travel,Business,3144.0,3.0,0.0
AH83942769,Male,Loyal Customer,69.0,AK,Business travel,Business,3714.0,0.0,0.0
QU09742872,Female,Loyal Customer,49.0,VA,Business travel,Business,90.0,0.0,0.0
HP20258815,Male,Loyal Customer,30.0,,Business travel,Eco Plus,204.0,105.0,93.0
RY98270386,Female,Loyal Customer,40.0,MA,Personal Travel,Eco,399.0,0.0,0.0
RM29779678,Female,Loyal Customer,29.0,,Personal Travel,Eco Plus,802.0,0.0,0.0
SS64596786,Male,Loyal Customer,68.0,PA,Personal Travel,Eco,406.0,0.0,0.0
QT72279815,Female,Loyal Customer,53.0,,Business travel,Eco Plus,676.0,0.0,0.0
MT00414960,Female,Loyal Customer,24.0,,Business travel,Business,1476.0,0.0,8.0
DU58423532,Male,Loyal Customer,43.0,,Business travel,Business,3677.0,2.0,0.0
BC07105859,Male,Loyal Customer,7.0,MN,Personal Travel,Business,1034.0,143.0,121.0
IN68676003,Female,Loyal Customer,65.0,WA,Personal Travel,Business,1042.0,48.0,30.0
FA52353733,Female,Loyal Customer,8.0,,Personal Travel,Eco,597.0,0.0,6.0
LR34899976,Male,Loyal Customer,50.0,,Personal Travel,Eco,1635.0,0.0,4.0
HC50608690,Male,Loyal Customer,26.0,GA,Personal Travel,Eco Plus,2556.0,0.0,33.0
YR18937804,Female,Loyal Customer,24.0,,Personal Travel,Eco,859.0,37.0,52.0
SJ59752099,Female,Loyal Customer,55.0,GA,Personal Travel,Eco,1236.0,0.0,9.0
JY59340165,Female,Disloyal Customer,21.0,OR,Business travel,Eco,192.0,0.0,0.0
ZB75881982,Female,Loyal Customer,57.0,LA,Business travel,Eco,649.0,27.0,17.0
YM52599364,Male,Loyal Customer,22.0,,Business travel,Business,936.0,0.0,7.0
MV47730318,Female,Loyal Customer,49.0,OH,Personal Travel,Eco,484.0,0.0,0.0
BP65026601,Female,Loyal Customer,31.0,,Personal Travel,Eco,2279.0,0.0,0.0
BQ78736507,Male,Disloyal Customer,21.0,,Business travel,Eco,1444.0,1.0,2.0
WL74055789,Female,Disloyal Customer,38.0,,Business travel,Business,1389.0,3.0,0.0
YH18946441,Female,Loyal Customer,42.0,,Business travel,Business,1846.0,0.0,0.0
FG52313697,Male,Loyal Customer,55.0,CT,Business travel,Business,1884.0,4.0,2.0
RE73761173,Male,Disloyal Customer,26.0,,Business travel,Business,285.0,0.0,3.0
LS30588162,Male,Loyal Customer,43.0,WA,Business travel,Business,2256.0,19.0,6.0
DD78402959,Male,Loyal Customer,12.0,,Personal Travel,Eco,2342.0,31.0,22.0
KO64376583,Female,Loyal Customer,32.0,,Business travel,Eco,163.0,0.0,0.0
OI17291709,Female,Loyal Customer,46.0,OH,Business travel,Business,2502.0,5.0,0.0
JV91941011,Male,Loyal Customer,19.0,,Business travel,Eco,337.0,12.0,17.0
BC32184910,Female,Loyal Customer,38.0,,Business travel,Business,261.0,0.0,0.0
DP49709128,Female,Loyal Customer,52.0,OR,Business travel,Business,332.0,1.0,0.0
FU50577829,Male,Disloyal Customer,47.0,,Business travel,Eco,707.0,16.0,9.0
XI62031059,Male,Loyal Customer,19.0,,Personal Travel,Eco,888.0,1.0,0.0
JT06977039,Female,Loyal Customer,43.0,,Personal Travel,Eco,301.0,0.0,0.0
HO49252818,Female,Loyal Customer,23.0,,Business travel,Eco,130.0,8.0,26.0
SF72437621,Male,Loyal Customer,45.0,,Business travel,Business,3052.0,0.0,0.0
NE52665560,Female,Loyal Customer,58.0,NJ,Personal Travel,Eco,2405.0,10.0,0.0
IU03403112,Male,Disloyal Customer,25.0,GA,Business travel,Eco,2585.0,0.0,0.0
DA21805197,Female,Loyal Customer,68.0,,Personal Travel,Eco,666.0,2.0,0.0
UP20564795,Female,Loyal Customer,64.0,,Business travel,Business,3239.0,0.0,0.0
JD28648647,Male,Loyal Customer,57.0,,Business travel,Business,2718.0,2.0,0.0
VG81564193,Female,Loyal Customer,43.0,MN,Business travel,Business,362.0,47.0,45.0
GP58532337,Male,Loyal Customer,28.0,,Business travel,Business,3545.0,45.0,51.0
UQ81237823,Male,Disloyal Customer,30.0,MI,Business travel,Eco,813.0,105.0,105.0
OY81152990,Male,Loyal Customer,23.0,,Business travel,Business,1698.0,101.0,126.0
MA21078479,Male,Disloyal Customer,37.0,GA,Business travel,Business,148.0,1.0,0.0
MQ01298718,Male,Loyal Customer,54.0,,Business travel,Business,544.0,0.0,0.0
PI60605905,Female,Loyal Customer,40.0,PA,Business travel,Business,3011.0,9.0,56.0
IP13090573,Male,Loyal Customer,47.0,,Business travel,Eco,783.0,0.0,0.0
TK41040123,Female,Disloyal Customer,24.0,NV,Business travel,Business,255.0,0.0,0.0
PV74115890,Female,Loyal Customer,25.0,,Personal Travel,Eco,140.0,27.0,31.0
DH98241282,Female,Loyal Customer,40.0,CO,Business travel,Eco Plus,809.0,118.0,100.0
UT24657821,Female,Loyal Customer,38.0,,Business travel,Business,2472.0,0.0,0.0
VY77588000,Female,Loyal Customer,45.0,,Business travel,Eco,175.0,0.0,0.0
LT91508468,Female,Loyal Customer,29.0,,Personal Travel,Eco Plus,331.0,0.0,0.0
RS06197220,Female,Loyal Customer,42.0,,Business travel,Business,2243.0,18.0,18.0
QQ38270813,Female,Disloyal Customer,42.0,,Business travel,Eco,1874.0,0.0,5.0
QO92176609,Male,Disloyal Customer,27.0,,Business travel,Eco,326.0,5.0,0.0
GP08068724,Male,Disloyal Customer,38.0,,Business travel,Business,130.0,15.0,8.0
XZ75719528,Female,Loyal Customer,64.0,,Personal Travel,Eco,1158.0,0.0,0.0
AL54006311,Male,Loyal Customer,46.0,,Business travel,Business,2074.0,27.0,45.0
QL32687186,Male,Loyal Customer,46.0,,Business travel,Business,1635.0,26.0,27.0
LB39011777,Female,Loyal Customer,53.0,NC,Business travel,Business,1744.0,0.0,4.0
GQ65687696,Male,Loyal Customer,48.0,LA,Personal Travel,Eco,1703.0,45.0,40.0
PM24103886,Female,Loyal Customer,9.0,,Personal Travel,Eco,883.0,28.0,19.0
WN60577664,Male,Loyal Customer,39.0,NJ,Business travel,Business,1979.0,0.0,0.0
FD16125793,Male,Loyal Customer,16.0,SC,Personal Travel,Eco,306.0,76.0,73.0
KR51030079,Male,Loyal Customer,29.0,,Personal Travel,Eco,992.0,0.0,10.0
ZM43292657,Female,Loyal Customer,41.0,,Business travel,Business,2077.0,0.0,0.0
NY01496370,Male,Loyal Customer,51.0,WY,Business travel,Business,3304.0,0.0,0.0
CM49515882,Female,Loyal Customer,42.0,,Business travel,Business,2274.0,0.0,0.0
GP95377165,Male,Loyal Customer,51.0,PA,Business travel,Business,1084.0,0.0,0.0
JS31906174,Female,Loyal Customer,50.0,VA,Business travel,Business,2335.0,0.0,0.0
GL64470263,Male,Loyal Customer,48.0,,Business travel,Business,1851.0,0.0,0.0
UB35570913,Male,Loyal Customer,50.0,,Business travel,Business,3960.0,0.0,1.0
MK96712390,Male,Disloyal Customer,20.0,VA,Business travel,Eco,1269.0,0.0,0.0
BS41805012,Female,Disloyal Customer,36.0,,Business travel,Eco,965.0,4.0,11.0
KG32294403,Male,Disloyal Customer,10.0,NJ,Personal Travel,Eco,192.0,3.0,4.0
LU63097500,Male,Loyal Customer,64.0,MA,Personal Travel,Eco,1728.0,18.0,24.0
MR45381420,Male,Loyal Customer,58.0,GA,Personal Travel,Eco,541.0,4.0,0.0
FM40670451,Female,Loyal Customer,55.0,NJ,Business travel,Business,1440.0,0.0,0.0
ND53557509,Female,Loyal Customer,64.0,MO,Personal Travel,Eco Plus,213.0,0.0,6.0
MR85771609,Male,Loyal Customer,52.0,,Business travel,Business,3496.0,0.0,0.0
IP80079879,Male,Loyal Customer,10.0,MN,Personal Travel,Eco,325.0,13.0,5.0
NU13328839,Male,Disloyal Customer,7.0,PA,Business travel,Eco,491.0,22.0,11.0
UT50520637,Female,Loyal Customer,43.0,,Business travel,Business,253.0,0.0,0.0
